id,date,time,name,size,type,price
2015-003636,02/03/2015,21:34:03,southw_ckn,L,chicken,20.75
2015-003636,02/03/2015,21:34:03,pep_msh_pep,M,classic,14.5
2015-003637,02/03/2015,22:21:24,hawaiian,S,classic,10.5
2015-003638,03/03/2015,11:26:02,cali_ckn,L,chicken,20.75
2015-003639,03/03/2015,11:31:41,spicy_ital,S,supreme,12.5
2015-003639,03/03/2015,11:31:41,cali_ckn,L,chicken,20.75
2015-003640,03/03/2015,11:50:41,sicilian,S,supreme,12.25
2015-003641,03/03/2015,12:14:07,napolitana,L,classic,20.5
2015-003642,03/03/2015,12:24:18,southw_ckn,M,chicken,16.75
2015-003642,03/03/2015,12:24:18,five_cheese,L,veggie,18.5
2015-003642,03/03/2015,12:24:18,hawaiian,M,classic,13.25
2015-003643,03/03/2015,12:39:57,prsc_argla,S,supreme,12.5
2015-003643,03/03/2015,12:39:57,five_cheese,L,veggie,18.5
2015-003643,03/03/2015,12:39:57,napolitana,M,classic,16
2015-003643,03/03/2015,12:39:57,ital_cpcllo,L,classic,20.5
2015-003644,03/03/2015,12:48:47,hawaiian,L,classic,16.5
2015-003645,03/03/2015,12:57:06,cali_ckn,M,chicken,16.75
2015-003646,03/03/2015,12:57:32,spinach_fet,S,veggie,12
2015-003646,03/03/2015,12:57:32,green_garden,S,veggie,12
2015-003647,03/03/2015,13:01:48,prsc_argla,L,supreme,20.75
2015-003648,03/03/2015,13:05:06,hawaiian,S,classic,10.5
2015-003648,03/03/2015,13:05:06,ckn_alfredo,L,chicken,20.75
2015-003649,03/03/2015,13:07:20,spinach_fet,M,veggie,16
2015-003649,03/03/2015,13:07:20,four_cheese,L,veggie,17.95
2015-003649,03/03/2015,13:07:20,big_meat,S,classic,12
2015-003649,03/03/2015,13:07:20,spinach_supr,S,supreme,12.5
2015-003650,03/03/2015,13:13:33,calabrese,M,supreme,16.25
2015-003650,03/03/2015,13:13:33,hawaiian,L,classic,16.5
2015-003650,03/03/2015,13:13:33,green_garden,M,veggie,16
2015-003651,03/03/2015,13:16:50,five_cheese,L,veggie,18.5
2015-003652,03/03/2015,13:21:01,spinach_supr,S,supreme,12.5
2015-003652,03/03/2015,13:21:01,southw_ckn,M,chicken,16.75
2015-003652,03/03/2015,13:21:01,ital_veggie,M,veggie,16.75
2015-003652,03/03/2015,13:21:01,ital_supr,M,supreme,16.5
2015-003653,03/03/2015,13:25:29,peppr_salami,L,supreme,20.75
2015-003654,03/03/2015,13:38:34,big_meat,S,classic,12
2015-003654,03/03/2015,13:38:34,bbq_ckn,S,chicken,12.75
2015-003654,03/03/2015,13:38:34,classic_dlx,L,classic,20.5
2015-003654,03/03/2015,13:38:34,mexicana,L,veggie,20.25
2015-003654,03/03/2015,13:38:34,cali_ckn,M,chicken,16.75
2015-003654,03/03/2015,13:38:34,ckn_alfredo,M,chicken,16.75
2015-003654,03/03/2015,13:38:34,spicy_ital,M,supreme,16.5
2015-003654,03/03/2015,13:38:34,napolitana,M,classic,16
2015-003654,03/03/2015,13:38:34,cali_ckn,L,chicken,20.75
2015-003654,03/03/2015,13:38:34,sicilian,M,supreme,16.25
2015-003654,03/03/2015,13:38:34,hawaiian,L,classic,16.5
2015-003654,03/03/2015,13:38:34,hawaiian,S,classic,10.5
2015-003654,03/03/2015,13:38:34,cali_ckn,L,chicken,20.75
2015-003655,03/03/2015,13:39:24,sicilian,M,supreme,16.25
2015-003655,03/03/2015,13:39:24,classic_dlx,S,classic,12
2015-003655,03/03/2015,13:39:24,napolitana,L,classic,20.5
2015-003655,03/03/2015,13:39:24,thai_ckn,S,chicken,12.75
2015-003656,03/03/2015,13:41:05,spinach_fet,S,veggie,12
2015-003657,03/03/2015,13:53:01,mexicana,M,veggie,16
2015-003657,03/03/2015,13:53:01,four_cheese,M,veggie,14.75
2015-003658,03/03/2015,14:00:33,thai_ckn,L,chicken,20.75
2015-003658,03/03/2015,14:00:33,thai_ckn,L,chicken,20.75
2015-003658,03/03/2015,14:00:33,ital_cpcllo,L,classic,20.5
2015-003659,03/03/2015,14:03:25,cali_ckn,S,chicken,12.75
2015-003659,03/03/2015,14:03:25,veggie_veg,M,veggie,16
2015-003659,03/03/2015,14:03:25,veggie_veg,S,veggie,12
2015-003659,03/03/2015,14:03:25,peppr_salami,L,supreme,20.75
2015-003659,03/03/2015,14:03:25,hawaiian,M,classic,13.25
2015-003659,03/03/2015,14:03:25,pepperoni,L,classic,15.25
2015-003659,03/03/2015,14:03:25,spin_pesto,S,veggie,12.5
2015-003659,03/03/2015,14:03:25,prsc_argla,M,supreme,16.5
2015-003659,03/03/2015,14:03:25,soppressata,S,supreme,12.5
2015-003659,03/03/2015,14:03:25,southw_ckn,L,chicken,20.75
2015-003659,03/03/2015,14:03:25,spin_pesto,S,veggie,12.5
2015-003660,03/03/2015,14:08:53,pepperoni,M,classic,12.5
2015-003660,03/03/2015,14:08:53,hawaiian,L,classic,16.5
2015-003660,03/03/2015,14:08:53,classic_dlx,M,classic,16
2015-003660,03/03/2015,14:08:53,big_meat,S,classic,12
2015-003661,03/03/2015,15:05:02,bbq_ckn,M,chicken,16.75
2015-003661,03/03/2015,15:05:02,mexicana,S,veggie,12
2015-003661,03/03/2015,15:05:02,thai_ckn,M,chicken,16.75
2015-003661,03/03/2015,15:05:02,ital_cpcllo,L,classic,20.5
2015-003662,03/03/2015,15:34:25,four_cheese,M,veggie,14.75
2015-003663,03/03/2015,15:47:14,sicilian,L,supreme,20.25
2015-003663,03/03/2015,15:47:14,mediterraneo,M,veggie,16
2015-003663,03/03/2015,15:47:14,mexicana,L,veggie,20.25
2015-003663,03/03/2015,15:47:14,ckn_alfredo,M,chicken,16.75
2015-003664,03/03/2015,15:55:09,classic_dlx,S,classic,12
2015-003665,03/03/2015,16:32:20,ital_veggie,L,veggie,21
2015-003665,03/03/2015,16:32:20,ital_cpcllo,L,classic,20.5
2015-003665,03/03/2015,16:32:20,bbq_ckn,L,chicken,20.75
2015-003666,03/03/2015,16:43:44,bbq_ckn,L,chicken,20.75
2015-003666,03/03/2015,16:43:44,soppressata,L,supreme,20.75
2015-003667,03/03/2015,16:46:19,peppr_salami,S,supreme,12.5
2015-003667,03/03/2015,16:46:19,ckn_alfredo,M,chicken,16.75
2015-003667,03/03/2015,16:46:19,peppr_salami,L,supreme,20.75
2015-003668,03/03/2015,17:06:11,sicilian,L,supreme,20.25
2015-003668,03/03/2015,17:06:11,ital_cpcllo,L,classic,20.5
2015-003668,03/03/2015,17:06:11,hawaiian,S,classic,10.5
2015-003669,03/03/2015,17:19:38,big_meat,S,classic,12
2015-003669,03/03/2015,17:19:38,brie_carre,S,supreme,23.65
2015-003669,03/03/2015,17:19:38,spinach_supr,L,supreme,20.75
2015-003670,03/03/2015,17:27:05,classic_dlx,M,classic,16
2015-003670,03/03/2015,17:27:05,veggie_veg,M,veggie,16
2015-003671,03/03/2015,17:27:27,the_greek,M,classic,16
2015-003671,03/03/2015,17:27:27,prsc_argla,L,supreme,20.75
2015-003671,03/03/2015,17:27:27,classic_dlx,L,classic,20.5
2015-003672,03/03/2015,17:29:49,thai_ckn,L,chicken,20.75
2015-003673,03/03/2015,17:48:45,spinach_fet,L,veggie,20.25
2015-003673,03/03/2015,17:48:45,brie_carre,S,supreme,23.65
2015-003674,03/03/2015,17:58:31,spin_pesto,S,veggie,12.5
2015-003675,03/03/2015,18:18:27,ckn_alfredo,L,chicken,20.75
2015-003675,03/03/2015,18:18:27,spinach_fet,M,veggie,16
2015-003675,03/03/2015,18:18:27,mexicana,L,veggie,20.25
2015-003675,03/03/2015,18:18:27,hawaiian,S,classic,10.5
2015-003676,03/03/2015,18:29:01,sicilian,M,supreme,16.25
2015-003677,03/03/2015,18:36:32,pepperoni,L,classic,15.25
2015-003677,03/03/2015,18:36:32,peppr_salami,M,supreme,16.5
2015-003677,03/03/2015,18:36:32,big_meat,S,classic,12
2015-003677,03/03/2015,18:36:32,ital_veggie,M,veggie,16.75
2015-003678,03/03/2015,18:41:49,pepperoni,S,classic,9.75
2015-003678,03/03/2015,18:41:49,spin_pesto,S,veggie,12.5
2015-003679,03/03/2015,18:45:59,veggie_veg,L,veggie,20.25
2015-003680,03/03/2015,19:10:38,bbq_ckn,S,chicken,12.75
2015-003681,03/03/2015,19:11:50,hawaiian,M,classic,13.25
2015-003682,03/03/2015,19:46:03,mexicana,L,veggie,20.25
2015-003682,03/03/2015,19:46:03,cali_ckn,M,chicken,16.75
2015-003683,03/03/2015,19:56:12,five_cheese,L,veggie,18.5
2015-003683,03/03/2015,19:56:12,peppr_salami,L,supreme,20.75
2015-003683,03/03/2015,19:56:12,southw_ckn,L,chicken,20.75
2015-003683,03/03/2015,19:56:12,classic_dlx,M,classic,16
2015-003684,03/03/2015,19:59:11,brie_carre,S,supreme,23.65
2015-003685,03/03/2015,20:05:12,ital_cpcllo,S,classic,12
2015-003685,03/03/2015,20:05:12,pep_msh_pep,S,classic,11
2015-003685,03/03/2015,20:05:12,mediterraneo,L,veggie,20.25
2015-003686,03/03/2015,20:20:00,prsc_argla,L,supreme,20.75
2015-003687,03/03/2015,20:25:37,sicilian,L,supreme,20.25
2015-003688,03/03/2015,20:46:18,bbq_ckn,M,chicken,16.75
2015-003688,03/03/2015,20:46:18,pep_msh_pep,S,classic,11
2015-003689,03/03/2015,21:41:41,five_cheese,L,veggie,18.5
2015-003689,03/03/2015,21:41:41,spicy_ital,M,supreme,16.5
2015-003689,03/03/2015,21:41:41,five_cheese,L,veggie,18.5
2015-003689,03/03/2015,21:41:41,ckn_alfredo,M,chicken,16.75
2015-003690,03/03/2015,21:58:18,ckn_pesto,L,chicken,20.75
2015-003690,03/03/2015,21:58:18,soppressata,M,supreme,16.5
2015-003691,04/03/2015,11:23:00,prsc_argla,S,supreme,12.5
2015-003691,04/03/2015,11:23:00,sicilian,L,supreme,20.25
2015-003691,04/03/2015,11:23:00,bbq_ckn,L,chicken,20.75
2015-003691,04/03/2015,11:23:00,mexicana,L,veggie,20.25
2015-003692,04/03/2015,11:31:04,peppr_salami,L,supreme,20.75
2015-003692,04/03/2015,11:31:04,classic_dlx,S,classic,12
2015-003692,04/03/2015,11:31:04,ital_supr,M,supreme,16.5
2015-003692,04/03/2015,11:31:04,hawaiian,M,classic,13.25
2015-003692,04/03/2015,11:31:04,ckn_alfredo,L,chicken,20.75
2015-003692,04/03/2015,11:31:04,thai_ckn,M,chicken,16.75
2015-003692,04/03/2015,11:31:04,pep_msh_pep,S,classic,11
2015-003693,04/03/2015,11:34:38,classic_dlx,L,classic,20.5
2015-003694,04/03/2015,11:38:17,calabrese,M,supreme,16.25
2015-003695,04/03/2015,12:02:42,ital_cpcllo,L,classic,20.5
2015-003696,04/03/2015,12:07:09,hawaiian,S,classic,10.5
2015-003697,04/03/2015,12:19:37,napolitana,M,classic,16
2015-003697,04/03/2015,12:19:37,green_garden,M,veggie,16
2015-003697,04/03/2015,12:19:37,ital_veggie,M,veggie,16.75
2015-003698,04/03/2015,12:28:30,ital_cpcllo,M,classic,16
2015-003698,04/03/2015,12:28:30,mediterraneo,L,veggie,20.25
2015-003699,04/03/2015,12:29:54,big_meat,S,classic,12
2015-003699,04/03/2015,12:29:54,southw_ckn,M,chicken,16.75
2015-003699,04/03/2015,12:29:54,southw_ckn,L,chicken,20.75
2015-003700,04/03/2015,12:32:19,pepperoni,M,classic,12.5
2015-003700,04/03/2015,12:32:19,calabrese,M,supreme,16.25
2015-003701,04/03/2015,12:51:21,four_cheese,L,veggie,17.95
2015-003702,04/03/2015,12:53:29,bbq_ckn,L,chicken,20.75
2015-003702,04/03/2015,12:53:29,spinach_fet,S,veggie,12
2015-003702,04/03/2015,12:53:29,ital_cpcllo,M,classic,16
2015-003702,04/03/2015,12:53:29,the_greek,M,classic,16
2015-003702,04/03/2015,12:53:29,classic_dlx,L,classic,20.5
2015-003702,04/03/2015,12:53:29,peppr_salami,L,supreme,20.75
2015-003702,04/03/2015,12:53:29,five_cheese,L,veggie,18.5
2015-003702,04/03/2015,12:53:29,ital_cpcllo,S,classic,12
2015-003703,04/03/2015,12:59:51,brie_carre,S,supreme,23.65
2015-003703,04/03/2015,12:59:51,bbq_ckn,L,chicken,20.75
2015-003703,04/03/2015,12:59:51,calabrese,M,supreme,16.25
2015-003704,04/03/2015,13:06:24,hawaiian,S,classic,10.5
2015-003705,04/03/2015,13:15:42,classic_dlx,S,classic,12
2015-003705,04/03/2015,13:15:42,prsc_argla,M,supreme,16.5
2015-003705,04/03/2015,13:15:42,ckn_pesto,L,chicken,20.75
2015-003705,04/03/2015,13:15:42,ital_veggie,M,veggie,16.75
2015-003705,04/03/2015,13:15:42,mexicana,M,veggie,16
2015-003706,04/03/2015,13:17:31,napolitana,L,classic,20.5
2015-003707,04/03/2015,13:20:21,hawaiian,L,classic,16.5
2015-003708,04/03/2015,13:23:35,peppr_salami,S,supreme,12.5
2015-003709,04/03/2015,13:26:50,southw_ckn,L,chicken,20.75
2015-003709,04/03/2015,13:26:50,sicilian,L,supreme,20.25
2015-003709,04/03/2015,13:26:50,sicilian,L,supreme,20.25
2015-003710,04/03/2015,13:48:40,pep_msh_pep,M,classic,14.5
2015-003710,04/03/2015,13:48:40,pep_msh_pep,M,classic,14.5
2015-003710,04/03/2015,13:48:40,ital_veggie,S,veggie,12.75
2015-003710,04/03/2015,13:48:40,thai_ckn,L,chicken,20.75
2015-003710,04/03/2015,13:48:40,prsc_argla,S,supreme,12.5
2015-003710,04/03/2015,13:48:40,peppr_salami,L,supreme,20.75
2015-003710,04/03/2015,13:48:40,sicilian,L,supreme,20.25
2015-003710,04/03/2015,13:48:40,cali_ckn,M,chicken,16.75
2015-003710,04/03/2015,13:48:40,southw_ckn,M,chicken,16.75
2015-003710,04/03/2015,13:48:40,bbq_ckn,L,chicken,20.75
2015-003710,04/03/2015,13:48:40,cali_ckn,L,chicken,20.75
2015-003711,04/03/2015,13:51:43,southw_ckn,S,chicken,12.75
2015-003712,04/03/2015,14:15:54,thai_ckn,S,chicken,12.75
2015-003713,04/03/2015,14:45:20,mexicana,M,veggie,16
2015-003713,04/03/2015,14:45:20,hawaiian,S,classic,10.5
2015-003713,04/03/2015,14:45:20,cali_ckn,L,chicken,20.75
2015-003713,04/03/2015,14:45:20,bbq_ckn,M,chicken,16.75
2015-003714,04/03/2015,14:47:48,hawaiian,L,classic,16.5
2015-003715,04/03/2015,14:51:20,veggie_veg,M,veggie,16
2015-003715,04/03/2015,14:51:20,ckn_alfredo,M,chicken,16.75
2015-003715,04/03/2015,14:51:20,ital_supr,L,supreme,20.75
2015-003716,04/03/2015,14:57:58,napolitana,S,classic,12
2015-003716,04/03/2015,14:57:58,hawaiian,S,classic,10.5
2015-003717,04/03/2015,15:38:29,cali_ckn,S,chicken,12.75
2015-003717,04/03/2015,15:38:29,ital_supr,M,supreme,16.5
2015-003718,04/03/2015,15:57:13,spinach_fet,M,veggie,16
2015-003719,04/03/2015,16:09:26,ital_cpcllo,M,classic,16
2015-003720,04/03/2015,16:10:09,ckn_pesto,M,chicken,16.75
2015-003721,04/03/2015,16:15:28,classic_dlx,S,classic,12
2015-003722,04/03/2015,16:21:46,calabrese,M,supreme,16.25
2015-003723,04/03/2015,16:29:02,thai_ckn,M,chicken,16.75
2015-003723,04/03/2015,16:29:02,mediterraneo,S,veggie,12
2015-003724,04/03/2015,16:38:05,green_garden,M,veggie,16
2015-003724,04/03/2015,16:38:05,classic_dlx,S,classic,12
2015-003724,04/03/2015,16:38:05,thai_ckn,S,chicken,12.75
2015-003724,04/03/2015,16:38:05,pepperoni,L,classic,15.25
2015-003725,04/03/2015,16:56:16,cali_ckn,M,chicken,16.75
2015-003725,04/03/2015,16:56:16,the_greek,XL,classic,25.5
2015-003725,04/03/2015,16:56:16,napolitana,M,classic,16
2015-003726,04/03/2015,17:11:50,big_meat,S,classic,12
2015-003726,04/03/2015,17:11:50,prsc_argla,S,supreme,12.5
2015-003727,04/03/2015,17:16:34,ckn_alfredo,L,chicken,20.75
2015-003728,04/03/2015,17:30:38,ckn_alfredo,L,chicken,20.75
2015-003728,04/03/2015,17:30:38,prsc_argla,S,supreme,12.5
2015-003728,04/03/2015,17:30:38,napolitana,M,classic,16
2015-003728,04/03/2015,17:30:38,spinach_supr,L,supreme,20.75
2015-003729,04/03/2015,17:52:09,classic_dlx,L,classic,20.5
2015-003729,04/03/2015,17:52:09,bbq_ckn,L,chicken,20.75
2015-003729,04/03/2015,17:52:09,napolitana,S,classic,12
2015-003729,04/03/2015,17:52:09,thai_ckn,L,chicken,20.75
2015-003729,04/03/2015,17:52:09,classic_dlx,S,classic,12
2015-003729,04/03/2015,17:52:09,five_cheese,L,veggie,18.5
2015-003730,04/03/2015,17:55:40,mediterraneo,S,veggie,12
2015-003730,04/03/2015,17:55:40,ckn_alfredo,M,chicken,16.75
2015-003731,04/03/2015,18:06:40,four_cheese,M,veggie,14.75
2015-003732,04/03/2015,18:13:25,veggie_veg,M,veggie,16
2015-003732,04/03/2015,18:13:25,spicy_ital,L,supreme,20.75
2015-003733,04/03/2015,18:19:59,bbq_ckn,L,chicken,20.75
2015-003733,04/03/2015,18:19:59,napolitana,L,classic,20.5
2015-003733,04/03/2015,18:19:59,bbq_ckn,M,chicken,16.75
2015-003733,04/03/2015,18:19:59,veggie_veg,L,veggie,20.25
2015-003734,04/03/2015,18:23:25,big_meat,S,classic,12
2015-003734,04/03/2015,18:23:25,ital_supr,M,supreme,16.5
2015-003734,04/03/2015,18:23:25,prsc_argla,L,supreme,20.75
2015-003734,04/03/2015,18:23:25,pepperoni,S,classic,9.75
2015-003735,04/03/2015,18:25:22,pep_msh_pep,L,classic,17.5
2015-003735,04/03/2015,18:25:22,southw_ckn,L,chicken,20.75
2015-003735,04/03/2015,18:25:22,thai_ckn,M,chicken,16.75
2015-003736,04/03/2015,18:27:05,big_meat,S,classic,12
2015-003736,04/03/2015,18:27:05,mexicana,L,veggie,20.25
2015-003736,04/03/2015,18:27:05,spinach_fet,S,veggie,12
2015-003736,04/03/2015,18:27:05,cali_ckn,L,chicken,20.75
2015-003737,04/03/2015,18:27:40,cali_ckn,M,chicken,16.75
2015-003737,04/03/2015,18:27:40,cali_ckn,M,chicken,16.75
2015-003738,04/03/2015,18:36:42,ital_cpcllo,S,classic,12
2015-003738,04/03/2015,18:36:42,thai_ckn,M,chicken,16.75
2015-003739,04/03/2015,18:59:47,mediterraneo,M,veggie,16
2015-003739,04/03/2015,18:59:47,ital_cpcllo,M,classic,16
2015-003740,04/03/2015,19:17:24,sicilian,S,supreme,12.25
2015-003741,04/03/2015,19:17:32,four_cheese,M,veggie,14.75
2015-003741,04/03/2015,19:17:32,peppr_salami,L,supreme,20.75
2015-003742,04/03/2015,19:48:33,ital_supr,M,supreme,16.5
2015-003743,04/03/2015,19:52:52,thai_ckn,L,chicken,20.75
2015-003744,04/03/2015,20:14:27,four_cheese,L,veggie,17.95
2015-003744,04/03/2015,20:14:27,big_meat,S,classic,12
2015-003745,04/03/2015,20:30:11,cali_ckn,M,chicken,16.75
2015-003745,04/03/2015,20:30:11,bbq_ckn,M,chicken,16.75
2015-003746,04/03/2015,20:45:53,napolitana,S,classic,12
2015-003746,04/03/2015,20:45:53,spinach_supr,L,supreme,20.75
2015-003747,04/03/2015,20:48:13,ckn_alfredo,M,chicken,16.75
2015-003747,04/03/2015,20:48:13,bbq_ckn,M,chicken,16.75
2015-003748,04/03/2015,20:59:07,mediterraneo,S,veggie,12
2015-003748,04/03/2015,20:59:07,bbq_ckn,L,chicken,20.75
2015-003748,04/03/2015,20:59:07,cali_ckn,L,chicken,20.75
2015-003749,04/03/2015,21:02:21,classic_dlx,L,classic,20.5
2015-003749,04/03/2015,21:02:21,pep_msh_pep,M,classic,14.5
2015-003749,04/03/2015,21:02:21,hawaiian,L,classic,16.5
2015-003749,04/03/2015,21:02:21,ital_veggie,M,veggie,16.75
2015-003750,05/03/2015,11:46:21,southw_ckn,M,chicken,16.75
2015-003751,05/03/2015,11:47:34,ital_supr,M,supreme,16.5
2015-003751,05/03/2015,11:47:34,napolitana,S,classic,12
2015-003751,05/03/2015,11:47:34,pepperoni,L,classic,15.25
2015-003751,05/03/2015,11:47:34,spicy_ital,L,supreme,20.75
2015-003752,05/03/2015,11:49:36,four_cheese,L,veggie,17.95
2015-003753,05/03/2015,12:01:47,spicy_ital,L,supreme,20.75
2015-003753,05/03/2015,12:01:47,hawaiian,L,classic,16.5
2015-003753,05/03/2015,12:01:47,five_cheese,L,veggie,18.5
2015-003754,05/03/2015,12:05:20,hawaiian,S,classic,10.5
2015-003755,05/03/2015,12:20:34,bbq_ckn,L,chicken,20.75
2015-003756,05/03/2015,12:30:24,bbq_ckn,L,chicken,20.75
2015-003756,05/03/2015,12:30:24,calabrese,L,supreme,20.25
2015-003756,05/03/2015,12:30:24,pep_msh_pep,S,classic,11
2015-003756,05/03/2015,12:30:24,classic_dlx,S,classic,12
2015-003757,05/03/2015,12:33:09,cali_ckn,M,chicken,16.75
2015-003758,05/03/2015,12:34:45,ital_cpcllo,L,classic,20.5
2015-003759,05/03/2015,12:44:29,thai_ckn,L,chicken,20.75
2015-003760,05/03/2015,12:49:45,bbq_ckn,S,chicken,12.75
2015-003761,05/03/2015,12:52:34,spinach_supr,S,supreme,12.5
2015-003762,05/03/2015,13:03:52,hawaiian,L,classic,16.5
2015-003763,05/03/2015,13:06:49,five_cheese,L,veggie,18.5
2015-003764,05/03/2015,13:06:59,prsc_argla,M,supreme,16.5
2015-003764,05/03/2015,13:06:59,classic_dlx,S,classic,12
2015-003765,05/03/2015,13:21:27,the_greek,XL,classic,25.5
2015-003765,05/03/2015,13:21:27,veggie_veg,S,veggie,12
2015-003765,05/03/2015,13:21:27,cali_ckn,L,chicken,20.75
2015-003765,05/03/2015,13:21:27,spicy_ital,L,supreme,20.75
2015-003765,05/03/2015,13:21:27,pep_msh_pep,L,classic,17.5
2015-003765,05/03/2015,13:21:27,cali_ckn,L,chicken,20.75
2015-003766,05/03/2015,13:23:49,cali_ckn,L,chicken,20.75
2015-003767,05/03/2015,13:26:19,ital_veggie,L,veggie,21
2015-003767,05/03/2015,13:26:19,classic_dlx,M,classic,16
2015-003768,05/03/2015,13:27:04,thai_ckn,L,chicken,20.75
2015-003769,05/03/2015,13:28:39,veggie_veg,M,veggie,16
2015-003769,05/03/2015,13:28:39,ital_veggie,L,veggie,21
2015-003770,05/03/2015,13:34:21,mediterraneo,L,veggie,20.25
2015-003771,05/03/2015,13:35:17,mediterraneo,M,veggie,16
2015-003771,05/03/2015,13:35:17,five_cheese,L,veggie,18.5
2015-003772,05/03/2015,13:38:19,prsc_argla,S,supreme,12.5
2015-003773,05/03/2015,13:41:31,ital_cpcllo,L,classic,20.5
2015-003773,05/03/2015,13:41:31,napolitana,S,classic,12
2015-003773,05/03/2015,13:41:31,spicy_ital,M,supreme,16.5
2015-003774,05/03/2015,13:47:15,spinach_supr,L,supreme,20.75
2015-003774,05/03/2015,13:47:15,pep_msh_pep,L,classic,17.5
2015-003774,05/03/2015,13:47:15,soppressata,L,supreme,20.75
2015-003774,05/03/2015,13:47:15,classic_dlx,M,classic,16
2015-003774,05/03/2015,13:47:15,sicilian,S,supreme,12.25
2015-003774,05/03/2015,13:47:15,ital_supr,S,supreme,12.5
2015-003774,05/03/2015,13:47:15,five_cheese,L,veggie,18.5
2015-003774,05/03/2015,13:47:15,veggie_veg,M,veggie,16
2015-003774,05/03/2015,13:47:15,hawaiian,L,classic,16.5
2015-003774,05/03/2015,13:47:15,four_cheese,L,veggie,17.95
2015-003775,05/03/2015,13:49:24,peppr_salami,L,supreme,20.75
2015-003776,05/03/2015,13:59:08,southw_ckn,L,chicken,20.75
2015-003776,05/03/2015,13:59:08,napolitana,S,classic,12
2015-003776,05/03/2015,13:59:08,peppr_salami,L,supreme,20.75
2015-003776,05/03/2015,13:59:08,four_cheese,L,veggie,17.95
2015-003776,05/03/2015,13:59:08,hawaiian,L,classic,16.5
2015-003777,05/03/2015,14:05:21,hawaiian,L,classic,16.5
2015-003778,05/03/2015,14:21:03,pepperoni,M,classic,12.5
2015-003778,05/03/2015,14:21:03,mexicana,L,veggie,20.25
2015-003779,05/03/2015,14:24:19,four_cheese,L,veggie,17.95
2015-003779,05/03/2015,14:24:19,mexicana,L,veggie,20.25
2015-003780,05/03/2015,14:39:18,ital_supr,M,supreme,16.5
2015-003780,05/03/2015,14:39:18,peppr_salami,S,supreme,12.5
2015-003780,05/03/2015,14:39:18,spinach_supr,S,supreme,12.5
2015-003780,05/03/2015,14:39:18,hawaiian,M,classic,13.25
2015-003781,05/03/2015,15:25:06,prsc_argla,M,supreme,16.5
2015-003782,05/03/2015,15:29:44,southw_ckn,S,chicken,12.75
2015-003782,05/03/2015,15:29:44,spicy_ital,L,supreme,20.75
2015-003782,05/03/2015,15:29:44,pepperoni,M,classic,12.5
2015-003782,05/03/2015,15:29:44,the_greek,XL,classic,25.5
2015-003783,05/03/2015,15:31:22,hawaiian,L,classic,16.5
2015-003783,05/03/2015,15:31:22,spicy_ital,S,supreme,12.5
2015-003783,05/03/2015,15:31:22,green_garden,S,veggie,12
2015-003783,05/03/2015,15:31:22,southw_ckn,L,chicken,20.75
2015-003784,05/03/2015,15:38:04,sicilian,M,supreme,16.25
2015-003785,05/03/2015,15:42:22,cali_ckn,M,chicken,16.75
2015-003786,05/03/2015,15:48:08,hawaiian,M,classic,13.25
2015-003786,05/03/2015,15:48:08,peppr_salami,L,supreme,20.75
2015-003787,05/03/2015,15:57:10,pepperoni,M,classic,12.5
2015-003787,05/03/2015,15:57:10,four_cheese,L,veggie,17.95
2015-003787,05/03/2015,15:57:10,calabrese,L,supreme,20.25
2015-003788,05/03/2015,16:07:50,pep_msh_pep,S,classic,11
2015-003788,05/03/2015,16:07:50,spin_pesto,M,veggie,16.5
2015-003789,05/03/2015,16:12:54,four_cheese,L,veggie,17.95
2015-003789,05/03/2015,16:12:54,pep_msh_pep,S,classic,11
2015-003789,05/03/2015,16:12:54,ital_cpcllo,M,classic,16
2015-003789,05/03/2015,16:12:54,four_cheese,M,veggie,14.75
2015-003790,05/03/2015,16:12:59,classic_dlx,S,classic,12
2015-003791,05/03/2015,16:26:30,prsc_argla,M,supreme,16.5
2015-003792,05/03/2015,16:39:37,classic_dlx,S,classic,12
2015-003792,05/03/2015,16:39:37,thai_ckn,L,chicken,20.75
2015-003793,05/03/2015,17:04:01,bbq_ckn,S,chicken,12.75
2015-003793,05/03/2015,17:04:01,pep_msh_pep,M,classic,14.5
2015-003793,05/03/2015,17:04:01,classic_dlx,M,classic,16
2015-003793,05/03/2015,17:04:01,veggie_veg,M,veggie,16
2015-003794,05/03/2015,17:09:43,the_greek,S,classic,12
2015-003794,05/03/2015,17:09:43,thai_ckn,S,chicken,12.75
2015-003795,05/03/2015,17:11:05,spinach_fet,L,veggie,20.25
2015-003795,05/03/2015,17:11:05,big_meat,S,classic,12
2015-003796,05/03/2015,17:19:11,cali_ckn,L,chicken,20.75
2015-003796,05/03/2015,17:19:11,thai_ckn,S,chicken,12.75
2015-003796,05/03/2015,17:19:11,southw_ckn,M,chicken,16.75
2015-003797,05/03/2015,17:23:32,southw_ckn,S,chicken,12.75
2015-003798,05/03/2015,17:24:03,spin_pesto,S,veggie,12.5
2015-003798,05/03/2015,17:24:03,prsc_argla,M,supreme,16.5
2015-003798,05/03/2015,17:24:03,cali_ckn,L,chicken,20.75
2015-003798,05/03/2015,17:24:03,soppressata,L,supreme,20.75
2015-003799,05/03/2015,17:25:14,ckn_alfredo,M,chicken,16.75
2015-003799,05/03/2015,17:25:14,veggie_veg,S,veggie,12
2015-003799,05/03/2015,17:25:14,cali_ckn,M,chicken,16.75
